[15-Aug-2026 07:53:34 Europe/Kiev] 404 Not Found: [GET] URI -> /test | IP -> 5.248.93.169 | Referer -> Direct | User-Agent -> Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.aws/credentials | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /app/.env | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.backup | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /backend/.env | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /web.config | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Google-CloudVertexBot; +https://cloud.google.com/vertex-ai-bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /terraform.tfstate | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.old | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.bak | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; ClaudeBot/1.0; +claudebot@anthropic.com)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /awsconfiguration.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /graphql | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /debug/vars | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.github/workflows/deploy.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; xAI-SearchBot/1.0; +https://x.ai)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /wp-config.php | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /env.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /application.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /service_account.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /local_settings.py | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /docker-compose.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.test | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; xAI-SearchBot/1.0; +https://x.ai)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /config.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; DeepSeekBot/1.0; +https://www.deepseek.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.production | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; ClaudeBot/1.0; +claudebot@anthropic.com)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /settings.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.development | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /aws-exports.js | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /instance/config.py | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /wp-config.php.bak | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /service-account.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /application.properties | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /laravel/.env | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.local | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.netrc | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /vercel.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> CCBot/2.0 (https://commoncrawl.org/faq/)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.gitlab-ci.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.npmrc | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Google-CloudVertexBot; +https://cloud.google.com/vertex-ai-bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /serverless.yml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /netlify.toml | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; xAI-SearchBot/1.0; +https://x.ai)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /amplifyconfiguration.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /public/.env | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.aws/config | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /appsettings.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; DeepSeekBot/1.0; +https://www.deepseek.com/bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /credentials.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /env.js | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /wp/.env | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /.env.prod | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /config.js | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; xAI-SearchBot/1.0; +https://x.ai)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /secrets.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Google-CloudVertexBot; +https://cloud.google.com/vertex-ai-bot)
[19-Aug-2026 12:01:31 Europe/Kiev] 404 Not Found: [GET] URI -> /serviceAccountKey.json | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)
[19-Aug-2026 12:01:32 Europe/Kiev] 404 Not Found: [GET] URI -> /assets/js/main.js.map | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 (compatible; Google-CloudVertexBot; +https://cloud.google.com/vertex-ai-bot)
[19-Aug-2026 12:01:32 Europe/Kiev] 404 Not Found: [POST] URI -> /graphql | IP -> 45.45.237.97 | Referer -> Direct | User-Agent -> Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)
